Signature,Token1,Token1_Change,Token2,Token2_Change,BlockTime
3KVS2gu97seeCkR3wSpftMMaEGBX8rSVJrnVvhTp9PXNcNwbrY5MWCDhzkFNAgQ1e2Q1L1tVBp6HRtMLxwoJn7Fh,USDT,230.87272400000074,WSOL,1.7074696629988466,1740579556
TCadtCe65EUaZ7FG6vdVJFwhyt385wt3gDsBoEJpayYjm6Rr1K3vY2B3ze8WNCsaoRU1bzYQnPWASewmaGTTunr,USDT,2.5765319999991334,WSOL,0.01909723399990071,1740579706
5jQbaJuMVQnBDNK6t7dD2wtYXwPZJcFZ1gJDw6TZEPCQAmVqA9DYgHZxySsDaNsvAsH5RR1CKFM1t9TRkNtnVUVH,USDT,66.06771000000299,WSOL,0.48910874600005627,1740579914
62w6VtVwhrQpnCevERcfsNMFBADqoMoiiMzZGFrmUkZerACnnyTJz3EJ1p8R5nWVuR6zNHWzcoVwLktmUbjY8KAr,USDT,0.0,WSOL,0.0,1740579714
43hUCofAyALSppBz8QZk1hNVnkvP6sKx4bD5zgh4i9cAtHU9TA6qAUvJjz3FWdbA9NGpuPpQCrN8HSNX3gFjsMo,USDT,0.0,WSOL,0.0,1740579759
24VNPtg1DA2WNqtt4xMjfP7ryJtv5DvRxqcn3gyfXPWiXL6VcirYcQneCJeqyokVPEQvvku3TntZ6XDw7m5ozky4,USDT,195.46453300000576,WSOL,1.4461524609996559,1740579693
tqTTMQ7N5fxeBkKhzN1tQNocvh8zTuP6dweHeQ4FASTP4eMdfyzuAYUqWigrm36P6eqgbaB2asrS7nd4ZSM2xyT,USDT,144.65936100001272,WSOL,1.0706057190000138,1740579902
2xXnEJZX3MtvhDXkbHgtXM9H3e1k1Vc2J2yiDdZ9oWbfrmp23kuMQDemR4xaubwz3Jj8ieZgbE37Baeg4FLZJQKh,USDT,82.71644200000446,WSOL,0.6116682179999771,1740579556
2KkJz4DWK9Bgi4YK6JoM6cazS5PXXZiwKQnVfq1TUAYWUkkZ9374zZrqbF2HCyJsq1Y1Efo8JnEMLqrRhH3obKA7,USDT,220.95538400000078,WSOL,1.6359585959999094,1740579913
5jyEMDFbAh7tdc1SqmeYrLx7cVWXm4rURUeBndHdmRYWdrRY7wqUx6RNgd2LAg7evj6HPPUYjBPjWWfCmxnafRtu,USDT,87.9456829999981,WSOL,0.6516849300001013,1740579706
3HXbPgyxXo7JTYBAVGHk2jE5Tuy2g3cFy2qnXi1c4sj9hoAMwMTGLLx99fHywrz62KRM9SaUVznw8sHFcKM3Zobw,USDT,100.0,WSOL,0.7395557420004479,1740579574
2Gji5ZuSCPfTsa9yT84pZspRf1K8ugZiWLULCgDBAHr38j4ByF1pQMPnkeZmTJcBjtDxq3FXpiiTtnim6ASQ95VG,USDT,275.1851919999899,WSOL,2.038267787998848,1740579886
2sSYvGFjdCvCd13TQPYBDn9JiT2puu7tdypUxsdh9kjLKAC8VaEBVFQJ8X8aFxmSfMLtcr1ZgajT3MV8Wbrq8h8R,USDT,50.8741549999977,WSOL,0.37643287100036105,1740579693
47DeiuXS8PKUqV7TGjuEWZbW6ffzTF84Zndgf5ocqfuNuBkhSWHt9AZePjQvvzwvBUF8kefm9ZtSggMks57ghHFt,USDT,0.0,WSOL,0.0,1740579799
xwT3ChKFTSixt3W8mJKNuQuTtTWP6R5d7SWj1XsKKnvwpLepuf2uKBYcAHTX4uG93QL7KBcFnTCNqnkMYzq3zL8,USDT,632.2125859999942,WSOL,4.673678938001103,1740579556
3gt88NpxLofEX28B6f2JbRF8sNXKajGo4c6xE5Et4hMrdEyihexHmwWSVgTmJMLLCoHnPmKzDXS4nyfexkLTyoEa,USDT,366.66137600000366,WSOL,2.713908392999656,1740579900
2mfwQuDUFJKtbVDoFQFGjPgkyTt5AFGco23nKy6pkFMJWSUHPbxN4kHP76xeGdwsvW9VjoaSfgcamWSauntKL3en,USDT,73.87139899999602,WSOL,0.546135229000356,1740579667
